repo,number,url,title,body,merged,merged_by,author,keywords,comments,commits
apache/accumulo,4850,https://github.com/apache/accumulo/pull/4850,Dynamically generate metrics documentation,"Fixes #4815

* Creates a new class - `Metrics`, which is similar to `Property` where we can add documentation for each metric
* Creates a new `MetricsDocGen` class which pulls the data from `Metrics` and constructs a markdown document from it",2024-09-12T19:45:19Z,DomGarguilo,DomGarguilo,readable,"Opening this PR as draft to hopefully get some feedback on this approach to documenting the metrics. This code is largely modeled after and works the same as the Property and ConfigurationDocGen classes. If this approach looks good I suspect we could probably refactor some shared logic into a parent class but wanted to make sure things look good before spending more time on it.
Here is an example of the output from the few example metrics I added to Metrics in 880411b:

  Click to expand

Below are the metrics used to monitor various components of Accumulo.
General Server Metrics
accumulo.detected.low.memory
Type: GAUGE
Description: reports 1 when process memory usage is above threshold, 0 when memory is okay
accumulo.server.idle
Type: GAUGE
Description: Indicates if the server is idle or not. The value will be 1 when idle and 0 when not idle.
Compactor Metrics
Scan Server Metrics
accumulo.scan.busy.timeout.count
Type: COUNTER
Description: Count of the scans where a busy timeout happened
Fate Metrics | Marking this as ready for review since I think its mostly done.
One thing I thought of is if we want to use the description from the enum when registering the corresponding metric. For example:

  
    
      accumulo/server/tserver/src/main/java/org/apache/accumulo/tserver/BlockCacheMetrics.java
    
    
        Lines 57 to 58
      in
      3a265ed
    
  
  
    

        
          
           FunctionCounter.builder(BLOCKCACHE_INDEX_HITCOUNT.getName(), indexCache, getHitCount) 
        

        
          
               .description(""Index block cache hit count"").register(registry); 
        
    
  


could be changed to
 FunctionCounter.builder(BLOCKCACHE_INDEX_HITCOUNT.getName(), indexCache, getHitCount) 
     .description(BLOCKCACHE_INDEX_HITCOUNT.getDescription()).register(registry); 
this would make the description that appears in the docs the same as the one connected to the micrometer instrument. I am guessing we want to keep the description attached to the micrometer instrument more brief than the one that will appear on the docs but I figured I would ask. | @kevinrr888 All of your suggestions should be addressed now. | FunctionCounter.builder(BLOCKCACHE_INDEX_HITCOUNT.getName(), indexCache, getHitCount) 
  .description(BLOCKCACHE_INDEX_HITCOUNT.getDescription()).register(registry); 
this would make the description that appears in the docs the same as the one connected to the micrometer instrument.

@DomGarguilo  that would be really nice, is there a follow on issue for that? | FunctionCounter.builder(BLOCKCACHE_INDEX_HITCOUNT.getName(), indexCache, getHitCount) 
  .description(BLOCKCACHE_INDEX_HITCOUNT.getDescription()).register(registry); 
this would make the description that appears in the docs the same as the one connected to the micrometer instrument.

@DomGarguilo that would be really nice, is there a follow on issue for that?

Not yet. I can create one though. Two things I am thinking of that should be considered before consolidating these two descriptions though:

Would we want to keep the description attached to the Micrometer instrument shorter than we would want the description that will appear in the markdown doc? This may be an argument for always keeping the description very breif (yet descriptive) but also adding more fields that further describe or explain the metric (as @dlmarion and @ctubbsii were discussing above).
Similarly, if we want to take advantage of markdown styling within the descriptions, would that work okay for the descriptions attached to the Micrometer instrument? | Two things I am thinking of that should be considered before consolidating these two descriptions though:

For point number one we need to figure out what the implications are if any of a ""long"" description for micrometer.  I am assuming long means more than a sentence or two.  If there are no known negative implications, then should probably not worry about it.
For point number two, markdown is meant to be readable in source form. So as long as the characters used by markdown do not cause problems for micrometer then it seems ok to include it. | @keith-turner sounds good. I created #4870 to track this. | I made a PR to the website to add the doc generated by these changes: apache/accumulo-website#442.
Also, here is a screenshot of what things look like currently on the User manual page of the website when I run it from the linked branch: | I think this PR is ready to be merged as far as I can tell. Once this is merged I plan to open a follow on PR in the hopes that everyone can contribute to adding/editing the descriptions for each metric.
I have also verified that running mvn package -DskipTests correctly generates the markdown doc and puts in alongside the other generated markdown docs for client and server properties. | Was there already a discussion about the table format that is used for the properties? If so, I'll go read that. | Was there already a discussion about the table format that is used for the properties? If so, I'll go read that.

Here is a link to where I proposed the current format: #4815 (comment) along with the comment that follows it. That was pretty much the whole discussion on the formatting.
There is still time for more input/opinions as that is something that is pretty easy to change at this point. Do you a table better than how it is now with different sections per metric? @dlmarion | @DomGarguilo - Looking at the server configuration properties table, I like how the entries are more condensed and that there is a separator between each one. If we end up having a short description, and a longer explanation, then I can see how that might not work well in a table. Can the current format be adjusted to put a line separator between each metric, and to reduce the whitespace within the lines of the elements for each metric? | @DomGarguilo - Looking at the server configuration properties table, I like how the entries are more condensed and that there is a separator between each one. If we end up having a short description, and a longer explanation, then I can see how that might not work well in a table. Can the current format be adjusted to put a line separator between each metric, and to reduce the whitespace within the lines of the elements for each metric?

Yea I think those would be good improvements. I'll try to do that.
I think once this is merged and the follow on PR is created to fill out or improve all the descriptions, that will also give us a better idea of whether a table or ""list"" format would be better. | In e818f6d I added some more style changes so that the metrics page will render with alternating background colors per metric as well as reduced line break between fields:

I think this looks nice and did this as opposed to a line separator since there is one after each metrics section title (e.g. ""General Server Metrics"", ""Compactor Metrics"", etc.) | @DomGarguilo  - this looks better, thanks for adding this change.","Dynamically generate metrics documentation | Add all metrics from MetricsProducer docs | Replace Strings from MetricsProducer with Metric Enum | Add fromName() method to Metric | Simplify map to set | fix error prone error | Add metrics markdown generate section to pom | Code review | Code review | Generate sections for all metric categories | Merge remote-tracking branch 'upstream/3.1' into metricsDocGen | Fix typos when converting to new Metrics

Co-authored-by: Kevin Rathbun <krathbun@apache.org> | Fix markdown formatting for underlines | Add styling to metric sections"
apache/accumulo,5127,https://github.com/apache/accumulo/pull/5127,Single node META FATE data,"closes #4905 
- Moved all the fate data for a single `META` transaction into a single ZK node
	- Pushed all the data into `NodeValue` (renamed to `FateData`)
	- Previously, `FateData` stored `TStatus`, `FateReservation`, and `FateKey`. Now additionally stores the `REPO` stack and `TxInfo`.
- Status enforcement added to `MetaFateStore` (previously only possible for `UserFateStore`).
- Moved `testFateInitialConfigCorrectness()` from `UserFateStoreIT` to `UserFateIT`
- Renamed `UserFateStoreIT` to `UserFateStatusEnforcementIT` (now extends a new class `FateStatusEnforcementIT`)
	- Now only tests status enforcement (previously status enforcement + `testFateInitialConfigCorrectness()`)
- Created `MetaFateStatusEnforcementIT` (extends `FateStatusEnforcementIT`)
	- Tests that the new status enforcement in `MetaFateStore` works
- Created `FateStoreUtil`, moving the `createFateTable()` util here, created MetaFateZKSetup inner class here (the counterpart to `createFateTable()` for `UserFateStore` but sets up ZooKeeper for use in `MetaFateStore`)
- Deleted `UserFateStoreIT`s (now `UserFateStatusEnforcementIT`) method `injectStatus` replacing with the existing `setStatus` which does the same thing
- Ensured sunny day and all FATE tests still pass with these changes

I did not end up using JSON for the fate data. I was not sure what the benefit of this would be since the data needs to be stored in ZK as a byte array anyways and it seemed simpler to me to just keep the same serialization/deserialization strategy for the fate data. Maybe this could be changed to JSON in a follow on if there would be a benefit of using JSON over the current strategy.",2024-12-16T16:06:12Z,kevinrr888,kevinrr888,readable,"Addressed in 29edaa2:

Got rid of END_REPO_DATA marker, replacing with simply writing the number of repos to read
Avoid AtomicBoolean in MetaFateStore.FateTxStoreImpl.push(repo) by changing StackOverflowException to instead be a RuntimeException (previously Exception)
Deleted unnecessary preexisting catch and immediate re-throw of a StackOverflowException in MetaFateStore.FateTxStoreImpl.push(repo)
Cleaned up and refactored MetaFateStore methods which mutate existing FateData; now reuse same pattern across these methods: all call new method MetaFateStore.mutate() | Resolved the conflicts from the recent seed transaction speedup. Thankfully, those changes were mostly for UserFateStore and these are for MetaFateStore, so conflicts were very easy","Single node META FATE data

- Moved all the fate data for a `META` transaction into a single ZK node
	- Pushed all the data into `NodeValue` (renamed to `FateData`)
	- Previously, `FateData` stored `TStatus`, `FateReservation`, and `FateKey`. Now additionally stores the `REPO` stack and `TxInfo`.
- Status enforcement added to `MetaFateStore` (previously only possible for `UserFateStore`).
- Moved `testFateInitialConfigCorrectness()` from `UserFateStoreIT` to `UserFateIT`
- Renamed `UserFateStoreIT` to `UserFateStatusEnforcementIT` (now extends a new class `FateStatusEnforcementIT`)
	- Now only tests status enforcement (previously status enforcement + `testFateInitialConfigCorrectness()`)
- Created `MetaFateStatusEnforcementIT` (extends `FateStatusEnforcementIT`)
	- Tests that the new status enforcement in `MetaFateStore` works
- Created `FateStoreUtil`, moving the `createFateTable()` util here, created MetaFateZKSetup inner class here (the counterpart to `createFateTable()` for `UserFateStore` but sets up ZooKeeper for use in `MetaFateStore`)
- Deleted `UserFateStoreIT`s (now `UserFateStatusEnforcementIT`) method `injectStatus` replacing with the existing `setStatus` which does the same thing | Merge branch 'main' into 4.0-feature-4905 | review changes:

- Got rid of END_REPO_DATA marker, replacing with simply writing the number of repos to read
- Avoid AtomicBoolean in `MetaFateStore.FateTxStoreImpl.push(repo)` by changing StackOverflowException to instead be a RuntimeException (previously Exception)
- Deleted unnecessary preexisting catch and immediate re-throw of a StackOverflowException in `MetaFateStore.FateTxStoreImpl.push(repo)`
- Cleaned up and refactored `MetaFateStore` methods which mutate existing FateData; now reuse same pattern across these methods: all call new method `MetaFateStore.mutate()` | Merge branch 'main' into 4.0-feature-4905"
apache/accumulo,2906,https://github.com/apache/accumulo/pull/2906,convert text to printable string before logging in merge tablets,"I went with `toPrintableString` since that format is pretty readable, but if some other encoding is preferred for some reason, I don't have a preference. Just want to avoid getting vt100 control characters that reconfigure my terminal. ",2022-09-01T17:15:34Z,DomGarguilo,skirklin,readable,"PR fails file formatting validation. You can run mvn clean package -DskipTests locally which will format the file, among other things. | Thanks for the PR @skirklin . It looks like this is your first contribution to this project. If you wish to be added as a contributor to https://accumulo.apache.org/people/ , please open a pull request to add yourself (in alphabetical order) at https://github.com/apache/accumulo-website/edit/main/pages/people.md and leave a reference to apache/accumulo#2906 in your commit log.
If you intend to be a regular contributor to Accumulo projects, please consider subscribing to our developer mailing list (https://accumulo.apache.org/contact-us/) and introducing yourself. 😺",convert text to printable string before logging in merge tablets | pr feedback: start formatter should take start.getLength | autoformat
apache/accumulo,4298,https://github.com/apache/accumulo/pull/4298,Replace boolean with enum for table locks in Elasticity,"Instead of using a boolean value for obtaining table locks, use an enum which makes the code more readable and makes it easier to search and catch errors with the lock type. The enum used already existed in `DistributedReadWriteLock`. This PR is for the same changes to elasticity as in main that is being done in #4297. Because everything conflicts #4297 will need to be merged forwards from main to elasticity as an empty commit and then this can be merged.

This closes #4276",2024-02-26T18:28:19Z,cshannon,cshannon,readable,,"Replace boolean with enum for table locks

Instead of using a boolean value for obtaining table locks, use an enum
which makes the code more readable and makes it easier to search and
catch errors with the lock type.

This closes #4276 | Merge branch 'elasticity' into accumulo-4276-elasticity | Address comments"
apache/accumulo,2928,https://github.com/apache/accumulo/pull/2928,LargeSplitRowIT.automaticSplitLater - increase timeout and other improvements,"This IT has failed a few times due to timeout ([here](https://ci-builds.apache.org/job/Accumulo/job/main/org.apache.accumulo$accumulo-test/382/testReport/junit/org.apache.accumulo.test/LargeSplitRowIT/automaticSplitLater/) and [here](https://ci-builds.apache.org/job/Accumulo/job/main/org.apache.accumulo$accumulo-test/396/testReport/junit/org.apache.accumulo.test/LargeSplitRowIT/automaticSplitLater/)). This PR primarily increases the timeout for the failing IT.

While editing this file i saw a few places for improvements so I also added the following changes to this PR:
* adds resources to try-with-resources blocks
* make use of `Arrays.fill()`
* create and use variables with descriptive names
* make use of `NewTableConfiguration` to set properties where possible
* simplify logic where possible",2022-09-13T19:49:54Z,DomGarguilo,DomGarguilo,readable,"I'm all in favor of simplicity of user new API methods. I have no issue with what you did here, I was just curious if there was a reason you couldn't do the same thing.

in 17c37e7 I opted to use Map.of() in the places mentioned. @dlmarion, Thanks for the review, I'll merge this in once the checks pass.","Increase timeout, other misc improvements | Use Map.of() in more places"
apache/accumulo,2646,https://github.com/apache/accumulo/pull/2646,Replace iterator usage,"I was looking through places where the use of `Scanner.Iterator` might be improved by using the new `Scanner.stream` method and found a few patterns to replace that seemed worth-while. 

* In a lot of places, we create an interator, assert that the iterator `hasNext`, get the next entry, compare that entry to what we expect it to be, then assert that `hasNext` is false. All this to make sure there is just one entry. To simplify I changed these places to `.stream().collect(onlyElement())` and then perform the `assertEquals` on the single returned value.
* Convert `Iterators.size(s.iterator()) == 0` -> `s.stream().findAny().isEmpty()`
* Convert `Iterators.size(s.iterator()) > 0` -> `s.stream().findAny().isPresent()`

I also wanted to see if anyone had an opinion on which of the following equivalent options is better:
1. `scanner.stream().map(Entry::getValue).map(Value::get).map(String::new).map(Integer::parseInt).collect(onlyElement());`
2. `scanner.stream().map(entry -> Integer.parseInt(new String(entry.getValue().get()))).collect(onlyElement());`

I have both in these changes. To me, one does not seem significantly, different/more readable than the other so I thought I would ask.",2022-04-28T13:05:52Z,DomGarguilo,DomGarguilo,readable,,Use streams to simplify iterator usage | Add more short-circuit empty/non-empty checks | Formatting | Use getOnlyElement() where possible | Convert to .map and change order of asserts
apache/accumulo,3544,https://github.com/apache/accumulo/pull/3544,Add secure random to LazySingletons,"A new class, `LazySingletons` was added in #3531 which hosts singleton suppliers. This PR adds a supplier to that class for a `SecureRandom` object and replaces the creation of new `SecureRandom` objects with that supplier.",2023-06-28T14:26:15Z,DomGarguilo,DomGarguilo,readable,"The fact that it's a SecureRandom vs. just a Random is expressed in the type, either way, so I don't think putting the SECURE in the name (or even just S) helps make the calling code any more readable over RNG

I agree. I think that RANDOM and RNG are my top choices for renaming but I'm leaning towards RANDOM just so it is a bit clearer what the variables type is. Also it seems like when we created SecureRandom objects throughout the code, we often use ""random"" as the variable name so it would be more consistent with what is already present. | The fact that it's a SecureRandom vs. just a Random is expressed in the type, either way, so I don't think putting the SECURE in the name (or even just S) helps make the calling code any more readable over RNG

I agree. I think that RANDOM and RNG are my top choices for renaming but I'm leaning towards RANDOM just so it is a bit clearer what the variables type is. Also it seems like when we created SecureRandom objects throughout the code, we often use ""random"" as the variable name so it would be more consistent with what is already present.

I'm fine with RANDOM, but if you wanted to, you could also go with SRANDOM, just to make it super clear. While the local uses may have not cared what type of random it was (they were probably just using SecureRandom to avoid a spotbugs warning), we have to also consider how the LazySingletons class presents itself, even when the callers don't necessarily care.","Add SecureRandom to LazySingletons | Replace AccumuloITBase SecureRandom | Remove SecureRandom from AccumuloITBase and fix unrelated comment | Update core/src/main/java/org/apache/accumulo/core/util/LazySingletons.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Rename to 'RANDOM'"
apache/accumulo,3225,https://github.com/apache/accumulo/pull/3225,replace sleepUninterruptibly() with Thread.sleep() in tests,"This is a subset (and supersedes) https://github.com/apache/accumulo/pull/3202 and focuses on replacements only in test code.

- replace occurrences of sleepUninterruptibly with Thread.sleep()
- prefer static import of TimeUnits instead of using TimeUnit.[UNIT] in files that had changes.
",2023-03-07T13:39:16Z,EdColeman,EdColeman,readable,,replace sleepUninterruptibly in tests | address PR comments
apache/accumulo,3038,https://github.com/apache/accumulo/pull/3038,Trivial improvements to block cache code,"Make trivial improvements seen while investigating #2697

* Get rid of unnecessary generic method in internal implementation
* Drop redundant static modifier on interface
* Add explicit private constructor for BlockIndex",2022-10-24T20:01:48Z,ctubbsii,ctubbsii,readable,"Does this fix a bug in 2.1.0? If not, I'd rather we punt this to a bugfix release and get RC1 underway. | Does this fix a bug in 2.1.0? If not, I'd rather we punt this to a bugfix release and get RC1 underway.

It does not fix a bug. It just makes a few lines very slightly more readable and easier to follow. Merging it won't block an RC1, though. I have another patch to improve the assembly process itself, that I'll be merging before RC1 anyway. I don't care if we include this or not, but it's trivial.","Trivial improvements to block cache code

Make trivial improvements seen while investigating #2697

* Get rid of unnecessary generic method in internal implementation
* Drop redundant static modifier on interface
* Add explicit private constructor for BlockIndex"
apache/accumulo,4561,https://github.com/apache/accumulo/pull/4561,Improve ThriftTransportPool shutdown speed,"Wake the ""Thrift Connection Pool Checker"" thread from sleeping during shutdown, so that it is joined quicker.",2024-05-20T15:38:14Z,dlmarion,findepi,readable,"I think this change could target the 2.1 branch so that it gets included in the next 2.1 patch release. | I think this change could target the 2.1 branch so that it gets included in the next 2.1 patch release.

thanks, will rebase | @findepi  - we have a code formatter that runs as part of our build, and we verify that here, which is currently failing. Running mvn compile should fix the source. | I kicked off a full IT build for this branch. | Full IT build passed successfully","Improve ThriftTransportPool shutdown speed

Wake the ""Thrift Connection Pool Checker"" thread from sleeping during
shutdown, so that it is joined quicker."
apache/accumulo,2333,https://github.com/apache/accumulo/pull/2333,Modify shutdown test in ManagerApiIT,"* Closes #2327
* Drop the second RPC call in the last test of the ManagerApiIT
* ThriftTransportPool is now a part of ClientContext and only allows for
a single remaining connection after shutting down",2021-11-01T19:24:30Z,milleruntime,milleruntime,readable,"Actually, I think I figured out a way to do both calls in the test after shutting down. Putting up a change shortly. | The IT is passing with my last changes:
[INFO] Running org.apache.accumulo.test.functional.ManagerApiIT
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 19.635 s - in org.apache.accumulo.test.functional.ManagerApiIT | The IT is passing with my last changes:

I can confirm the test is passing now.","Drop second RPC call after shutdown in ManagerApiIT

* Closes #2327
* Drop the second RPC call in the last test of the ManagerApiIT
* ThriftTransportPool is now a part of ClientContext and only allows for
a single remaining connection after shutting down | Rework to create connections before shutting down | Use try-with-resources"
apache/accumulo,4348,https://github.com/apache/accumulo/pull/4348,Throw error when non-standard chars exist,"Adds an explicit error message when base64 encoding should have been used. 
Removes special character modification in favor of the user piping the output to `base64 -d`

closes: 4347",2024-03-12T15:12:53Z,ddanielr,ddanielr,readable,,"Throw error when non-standard chars exist

Adds an explicit error message when base64 coding should have been used.
Adds override flag to generate human-readable output. | Update error message with solution | Removes char modifications and arg flag

Removes the new ""human-readable"" flag in favor of user using `base64
-d`.

Removes specical handling of `\` character and replaces it with an
allowed character set. | Update core/src/main/java/org/apache/accumulo/core/file/rfile/GenerateSplits.java

Co-authored-by: Keith Turner <kturner@apache.org>"
apache/accumulo,2549,https://github.com/apache/accumulo/pull/2549,Migrate Minicluster module to JUnit5,Part of issue #2441 This PR contains changes for the conversion from JUnit4 to JUnit5 for the accumulo-minicluster module.,2022-03-09T17:25:11Z,DomGarguilo,AlbertWhitlock,readable,LGTM. I have verified all tests pass.,Minicluster JUnit5 conversion | Minicluster JUnit5 conversion updates | Minicluster JUnit5 conversion cleanup
apache/accumulo,3582,https://github.com/apache/accumulo/pull/3582,adds logging when tablet close is waiting on a scan,this is related to #3512,2023-07-12T16:58:06Z,keith-turner,keith-turner,readable,,"adds logging when tablet close is waiting on a scan

this is related to #3512 | code review update | Update server/tserver/src/main/java/org/apache/accumulo/tserver/tablet/ScanDataSource.java

Co-authored-by: Dom G. <domgarguilo@apache.org> | fixe build"
apache/accumulo,1851,https://github.com/apache/accumulo/pull/1851,fixes #1320 adds a stress test for ZooReaderWriter.mutateOrCreate(),,2021-01-06T20:29:07Z,keith-turner,keith-turner,readable,"I'm having a hard time following what the test is actually doing. Can you add more explanation inline about how it's supposed to work?

@ctubbsii I added docs that give a high level overview and cover intent. Did this in 97967bf","fixes #1320 adds a stress test for ZooReaderWriter.mutateOrCreate() | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | Update test/src/main/java/org/apache/accumulo/test/functional/ZooMutatorIT.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org> | make test compile | use futures | hash another way | removed printlns | added some javadocs | use guava hashing | update test documentation | add more docs"
apache/accumulo,1861,https://github.com/apache/accumulo/pull/1861,Fixes #1665 use old compaction thread pool config if set,,2021-01-12T18:42:40Z,keith-turner,keith-turner,readable,"I tested this change manually using Uno.  In one test I set only the the old deprecated property and inspected the logs to see that the expected warning was logged and the an executor w/ the expected number of threads was created.  In another test I set the old deprecated prop and also modified the new prop.  For that test I could see in the logs that it logged a warning, but did not use the old prop. | I manually retested after making code review changes and everything worked as expected.",Fixes #1665 use old compaction thread pool config if set | Code review updates
apache/accumulo,2987,https://github.com/apache/accumulo/pull/2987,Fixes for new Admin fate command,* Closes #2974,2022-09-30T19:16:18Z,milleruntime,milleruntime,readable,Another advantage to have the fate command run in Admin is that it doesn't require Accumulo to be running. So an admin can shut the cluster down and perform actions using the new command. The only exception is cancel requires the Manager to be running.,"Fixes for new Admin fate command

* Closes #2974 | Make Admin fate conform to Git command usage guidelines"
apache/accumulo,3583,https://github.com/apache/accumulo/pull/3583,Cache existence of tablet directories in CompactionCoordinator,"Cache existence of tablet directories to avoid checking to see if they exist, which can be expensive.

Fixes #3475",2023-07-19T11:21:33Z,dlmarion,dlmarion,readable,"Were you able to test this in any way? I suspect some of the volume related ITs may exercise the dir creation aspect of this, but not sure. Depends on if we have a multi volume IT that compacts data.

No, I basically copied over the code from Tablet.java. I don't see any ITs that test this condition. It also looks like CompactionCoordinatorTest got nuked. Looking at the comment in that file, we might need a ticket to re-evaluate that","Cache existence of tablet directories in CompactionCoordinator

Cache existence of tablet directories to avoid checking to
see if they exist, which can be expensive.

Fixes #3475 | Fix incorrect check | Merge branch 'elasticity' into 3475-cache-check-tablet-dir | Modified Cache to use Weigher to keep 10MB of entries | Removed static modifier from added code"
apache/accumulo,1918,https://github.com/apache/accumulo/pull/1918,Drop debug logs to trace in ZooLock,* Seeing ~300 logs per second per tserver with just these few debug statements,2021-02-10T15:11:15Z,milleruntime,milleruntime,readable,"I am working to convert ZooLockIT's use of MAC to ZooKeeperTestingServer (via #1885 ) and am seeing the same thing with the log:
2021-02-26T16:23:31,422 [zookeeper.ZooLock] DEBUG: [zlock#81282aef-d8a3-4bf1-a376-23a31e1d7b12#] Renewing watch on prior node  /zltestDeleteWaiting-1025168844-l1/zlock#eadf5a4c-680e-411f-92b5-62a55c615031#0000000000
At what looks like about 100 times per second. | I am working to convert ZooLockIT's use of MAC to ZooKeeperTestingServer (via #1885 ) and am seeing the same thing with the log:

@DomGarguilo It's probably better to track that in #1885 or a new issue, since this work is complete and the changes in this PR did not cause the issue you are seeing. It is a different log message, unrelated to these changes.","Drop debug logs to trace in ZooLock

* Was seeing ~300 logs per second per tserver just on debug | Update core/src/main/java/org/apache/accumulo/fate/zookeeper/ZooLock.java

Co-authored-by: Christopher Tubbs <ctubbsii@apache.org>"
apache/accumulo,4049,https://github.com/apache/accumulo/pull/4049,Add a new AccumuloStore for FATE,"This adds support for storing FATE data in an Accumulo table instead of storing in Zookeeper for #3559

This is currently a work in progress and is not finished but the main operations are implemented for the `AcccumuloStore`. Common code has been refactored and moved out of `ZooStore` and into `AbstractFateStore`. Most of the common code moved has to do with the code that handles signaling and tracking reserved/defered transactions. The store just uses a batch writer for now but we will likely need to use conditional mutations at some point.

There is a test called `AccumuloStoreReadWriteIT` which tests out the various operations on the new store. The test only tests read/writing to the store...the store hasn't been tested with the overall FATE framework yet as some more work probably needs to be done to test it for real (such as handling which store to use so we can still use the ZK store for root/metadata). 

The next steps (besides addressing any review comments) are to try testing it for real with FATE (and finish up any supporting tasks for that) and then eventually support conditional mutations.",2023-12-22T12:50:21Z,cshannon,cshannon,readable,"@keith-turner - I did some refactoring and now FateIT is abstract and there are test classes to run the 4 tests for both Zookeeper and Accumulo stores. One thing I noticed was one of the tests seems to have a race condition that I think needs fixing as I saw an occasional failure with the accumuo store version and i added a comment here.
This should be close to being able to go out of draft status if we are ok doing some follow ons for things like conditional mutations.","Add a new AccumuloStore for FATE data

This supports storing FATE data in an Accumulo table intead of storing in
Zookeeper | fix warning | Merge branch 'elasticity' into accumulo-3559 | Use getRow() for range

Co-authored-by: Keith Turner <kturner@apache.org> | Address comments and invert repo position to store in reverse order | Add range validation on repos and set batch size to 1 for repo scans when finding top | Move FateIT | Refactor FateIT to be used for Accumulo and ZK store | Merge branch 'elasticity' into accumulo-3559 | Merge branch 'elasticity' into accumulo-3559 | code cleanup"
apache/accumulo,3255,https://github.com/apache/accumulo/pull/3255,Convert Bulk Import metadata actions to use Ample,"Refactor's the Bulk Import metadata operations from the MetadataTableUtil class and migrate them to use Ample instead. 

This is a part of #3208. ",2023-03-30T22:27:07Z,keith-turner,ddanielr,readable,,"Convert BulkImportInProgressFlag methods to Ample

Refactors the addBulkImportInProgressFlag and removeBulkImportInProgressFlag
methods and moves them to ServerAmpleImpl from the MetadataTableUtil class. | Refactor removeBulkLoadEntries metadata actions

Moves removeBulkLoadEntries from the MetadataTableUtil class to
ServerAmpleImpl to centralize all metadata modification code to Ample. | Add javadoc comments

Add javadoc comments on Ample interface for new methods. | Switch exception type in default method definition

Switch the default expection type from RunTime to UnsupportedOperation
for the default method definitions in the Ample interface.

Refactor exception handling in `removeBulkLoadEntries` to throw
RuntimeExceptions instead. | Implement PR review changes

Switched metadataActions to ample for style/readability reasons.
Changed BatchWriter variable creations to use
context.createBatchWriter() for better readability and cleaner logic. | Removes private createWriter method

Removes the private createWriter method in favor of just calling
context directly with the datalevel. | Add table checks and changed table comparisons

Added precondition check for user tables and switched root table
comparision to use Datalevel vs direct ID. | fix build issue"
apache/accumulo,1980,https://github.com/apache/accumulo/pull/1980,Add created column to Fate Print command,"From https://issues.apache.org/jira/browse/ACCUMULO-4161. An age/created column was added to the `fate print ` command in the shell. 

Image below is what the timestamp looks like in its current state. 

![image](https://user-images.githubusercontent.com/29436247/112877128-617be080-9094-11eb-943c-4ca3f3ca853c.png)

",2021-03-31T17:36:10Z,Manno15,Manno15,readable,"From a quick look, some general things you may want to consider:

Format the printed time in UTC with ISO-8601 format instead of java Date default.
Provide more descriptive naming in functions instead of timestamp, maybe topCreated() or timeTopCreated()?

The rational for a more descriptive function name than getTimestamp - there are multiple timestamps important in overall FATE transaction life cycle, some of which might be useful if additional FATE timing information was ever extended. If the function naming reflected the operation from an ""external"" perspective then it may be easier differentiate what time this is retrieving (FATE top creation) rather than some of the other possibilities. | Good ideas, especially on the naming convention. I wasn't sure on the time zone part which is why I stuck with the default. I will look into making that change. | Format the printed time in UTC with ISO-8601 format instead of java Date default.

The original ticket specified a more human-readable print statement. My latest commit does that. What are your thoughts on this @EdColeman? I did keep it in the same order as expect with iso_8601 (I believe). Picture below: | @EdColeman I think this is finalized for review again. Is there anything else you recommend I fix? | I went ahead and added a format function people can use and also one that just returns the long value for it.","add timestamp to fate print command | rename functions to be more descriptive | format print to be human readable | iso format for print message | return ERROR for timestamp when exception occurs | rename function to something less confusing | change from String to long, create format function"
apache/accumulo,3109,https://github.com/apache/accumulo/pull/3109,"Check ACLs on ZNode contain expected regardless of order, improve error msg",,2022-12-16T17:54:43Z,dlmarion,dlmarion,readable,"Related to #3108 | User tested this patch when upgrading from 1.10 to 2.1 to help identify ZK nodes with unexpected ACLs. This patch identified 4 ZK nodes (system config node, and 3 user nodes). User manually set the ACLs on these nodes to what was expected, then upgrade worked successfully.","Check ACLs on ZNode contain expected regardless of order, improve error msg | Modify validateACLs to test ZK node ACLs length and contents | Merge branch '2.1' into fix-2.1-zoo-upgrader-issue | Rework upgrade acl validation to just ensure that accumulo can write to each node | Merge branch '2.1' into fix-2.1-zoo-upgrader-issue | Addressed PR comments | Updates from PR feedback | Change method name"
